,dataset_name,sentence_number,sentences
1777,geco,2-397,The  man  will  be  out  of  the  country  by  then. 
1778,geco,2-398,"If  he's  any  sense,  he  won't  stay  here  tamely  and  wait  to  be  hanged. "
1779,geco,2-399,John  Cavendish  looked  at  her  helplessly. 
1780,geco,2-400,"I  know  what  it  is,  she  accused  him,  you've  been  listening  to  the  doctors. "
1781,geco,2-401,Never  should. 
1782,geco,2-402,What  do  they  know? 
1783,geco,2-403,Nothing  at  all...or  just  enough  to  make  them  dangerous. 
1784,geco,2-404,I  ought  to  know...my  own  father  was  a  doctor. 
1785,geco,2-405,That  little  Wilkins  is  about  the  greatest  fool  that  even  I  have  ever  seen. 
1786,geco,2-406,Heart  seizure! 
1787,geco,2-407,Sort  of  thing  he  would  say. 
1788,geco,2-408,Anyone  with  any  sense  could  see  at  once  that  her  husband  had  poisoned  her. 
1789,geco,2-409,"I  always  said  he'd  murder  her  in  her  bed,  poor  soul. "
1790,geco,2-410,Now  he's  done  it. 
1791,geco,2-411,And  all  you  can  do  is  to  murmur  silly  things  about  'heart  seizure'  and  'inquest  on  Friday.' 
1792,geco,2-412,"You  ought  to  be  ashamed  of  yourself,  John  Cavendish. "
1793,geco,2-413,"What  do  you  want  me  to  do?  asked  John,  unable  to  help  a  faint  smile. "
1794,geco,2-414,"Dash  it  all,  Evie,  I  can't  haul  him  down  to  the  local  police  station  by  the  scruff  of  his  neck. "
1795,geco,2-415,"Well,  you  might  do  something. "
1796,geco,2-416,Find  out  how  he  did  it. 
1797,geco,2-417,He's  a  crafty  beggar. 
1798,geco,2-418,Dare  say  he  soaked  fly  papers. 
1799,geco,2-419,Ask  Cook  if  she's  missed  any. 
1800,geco,2-420,"It  occurred  to  me  very  forcibly  at  that  moment  that  to  harbour  Miss  Howard  and  Alfred  Inglethorp  under  the  same  roof,  and  keep  the  peace  between  them,  was  likely  to  prove  a  Herculean  task,  and  I  did  not  envy  John. "
1801,geco,2-421,I  could  see  by  the  expression  of  his  face  that  he  fully  appreciated  the  difficulty  of  the  position. 
1802,geco,2-422,"For  the  moment,  he  sought  refuge  in  retreat,  and  left  the  room  precipitately. "
1803,geco,2-423,Dorcas  brought  in  fresh  tea. 
1804,geco,2-424,"As  she  left  the  room,  Poirot  came  over  from  the  window  where  he  had  been  standing,  and  sat  down  facing  Miss  Howard. "
1805,geco,2-425,"Mademoiselle,  he  said  gravely,  I  want  to  ask  you  something. "
1806,geco,2-426,"Ask  away,  said  the  lady,  eyeing  him  with  some  disfavour. "
1807,geco,2-427,I  want  to  be  able  to  count  upon  your  help. 
1808,geco,2-428,"I'll  help  you  to  hang  Alfred  with  pleasure,  she  replied  gruffly. "
1809,geco,2-429,Hanging's  too  good  for  him. 
1810,geco,2-430,"Ought  to  be  drawn  and  quartered,  like  in  good  old  times. "
1811,geco,2-431,"We  are  at  one  then,  said  Poirot,  for  I,  too,  want  to  hang  the  criminal. "
1812,geco,2-432,Alfred  Inglethorp? 
1813,geco,2-433,"Him,  or  another. "
1814,geco,2-434,No  question  of  another. 
1815,geco,2-435,Poor  Emily  was  never  murdered  until  he  came  along. 
1816,geco,2-436,I  don't  say  she  wasn't  surrounded  by  sharks...she  was. 
1817,geco,2-437,But  it  was  only  her  purse  they  were  after. 
1818,geco,2-438,Her  life  was  safe  enough. 
1819,geco,2-439,But  along  comes  Mr.  Alfred  Inglethorp...and  within  two  months...hey  presto! 
1820,geco,2-440,"Believe  me,  Miss  Howard,  said  Poirot  very  earnestly,  if  Mr.  Inglethorp  is  the  man,  he  shall  not  escape  me. "
1821,geco,2-441,"On  my  honour,  I  will  hang  him  as  high  as  Haman! "
1822,geco,2-442,"That's  better,  said  Miss  Howard  more  enthusiastically. "
1823,geco,2-443,But  I  must  ask  you  to  trust  me. 
1824,geco,2-444,Now  your  help  may  be  very  valuable  to  me. 
1825,geco,2-445,I  will  tell  you  why. 
1826,geco,2-446,"Because,  in  all  this  house  of  mourning,  yours  are  the  only  eyes  that  have  wept. "
1827,geco,2-447,"Miss  Howard  blinked,  and  a  new  note  crept  into  the  gruffness  of  her  voice. "
1828,geco,2-448,"If  you  mean  that  I  was  fond  of  her...yes,  I  was. "
1829,geco,2-449,"You  know,  Emily  was  a  selfish  old  woman  in  her  way. "
1830,geco,2-450,"She  was  very  generous,  but  she  always  wanted  a  return. "
1831,geco,2-451,"She  never  let  people  forget  what  she  had  done  for  them...and,  that  way  she  missed  love. "
1832,geco,2-452,"Don't  think  she  ever  realized  it,  though,  or  felt  the  lack  of  it. "
1833,geco,2-453,"Hope  not,  anyway. "
1834,geco,2-454,I  was  on  a  different  footing. 
1835,geco,2-455,I  took  my  stand  from  the  first. 
1836,geco,2-456,'So  many  pounds  a  year  I'm  worth  to  you. 
1837,geco,2-457,Well  and  good. 
1838,geco,2-458,"But  not  a  penny  piece  besides...not  besides...not  a  pair  of  gloves,  nor  a  theatre  ticket.' "
1839,geco,2-459,She  didn't  understand...was  very  offended  sometimes. 
1840,geco,2-460,Said  I  was  foolishly  proud. 
1841,geco,2-461,It  wasn't  that...but  I  couldn't  explain. 
1842,geco,2-462,"Anyway,  I  kept  my  self-respect. "
1843,geco,2-463,"And  so,  out  of  the  whole  bunch,  I  was  the  only  one  who  could  allow  myself  to  be  fond  of  her. "
1844,geco,2-464,I  watched  over  her. 
1845,geco,2-465,"I  guarded  her  from  the  lot  of  them,  and  then  a  glib-tongued  scoundrel  comes  along,  and  pooh! "
1846,geco,2-466,all  my  years  of  devotion  go  for  nothing. 
1847,geco,2-467,Poirot  nodded  sympathetically. 
1848,geco,2-468,"I  understand,  mademoiselle,  I  understand  all  you  feel. "
1849,geco,2-469,It  is  most  natural. 
1850,geco,2-470,"You  think  that  we  are  lukewarm...that  we  lack  fire  and  energy...but  trust  me,  it  is  not  so. "
1851,geco,2-471,"John  stuck  his  head  in  at  this  juncture,  and  invited  us  both  to  come  up  to  Mr.s.  Inglethorp's  room,  as  he  and  Mr.  Wells  had  finished  looking  through  the  desk  in  the  boudoir. "
1852,geco,2-472,"As  we  went  up  the  stairs,  John  looked  back  to  the  dining-room  door,  and  lowered  his  voice  confidentially:  Look  here,  what's  going  to  happen  when  these  two  meet? "
1853,geco,2-473,I  shook  my  head  helplessly. 
1854,geco,2-474,I've  told  Mary  to  keep  them  apart  if  she  can. 
1855,geco,2-475,Will  she  be  able  to  do  so? 
1856,geco,2-476,The  Lord  only  knows. 
1857,geco,2-477,"There's  one  thing,  Inglethorp  himself  won't  be  too  keen  on  meeting  her. "
1858,geco,2-478,"You've  got  the  keys  still,  haven't  you,  Poirot?  I  asked,  as  we  reached  the  door  of  the  locked  room. "
1859,geco,2-479,"Taking  the  keys  from  Poirot,  John  unlocked  it,  and  we  all  passed  in. "
1860,geco,2-480,"The  lawyer  went  straight  to  the  desk,  and  John  followed  him. "
1861,geco,2-481,"My  mother  kept  most  of  her  important  papers  in  this  despatch-case,  I  believe,  he  said. "
1862,geco,2-482,Poirot  drew  out  the  small  bunch  of  keys. 
1863,geco,2-483,Permit  me. 
1864,geco,2-484,"I  locked  it,  out  of  precaution,  this  morning. "
1865,geco,2-485,But  it's  not  locked  now. 
1866,geco,2-486,Impossible! 
1867,geco,2-487,See. 
1868,geco,2-488,And  John  lifted  the  lid  as  he  spoke. 
1869,geco,2-489,"Milles  tonnerres!  cried  Poirot,  dumfounded. "
1870,geco,2-490,And  I...who  have  both  the  keys  in  my  pocket! 
1871,geco,2-491,He  flung  himself  upon  the  case. 
1872,geco,2-492,Suddenly  he  stiffened. 
1873,geco,2-493,En  voila  une  affaire! 
1874,geco,2-494,This  lock  has  been  forced. 
1875,geco,2-495,What? 
1876,geco,2-496,Poirot  laid  down  the  case  again. 
1877,geco,2-497,But  who  forced  it? 
1878,geco,2-498,Why  should  they? 
1879,geco,2-499,When? 
1880,geco,2-500,But  the  door  was  locked? 
1881,geco,2-501,These  exclamations  burst  from  us  disjointedly. 
1882,geco,2-502,Poirot  answered  them  categorically...almost  categorically...almost  mechanically. 
1883,geco,2-503,Who? 
1884,geco,2-504,That  is  the  question. 
1885,geco,2-505,Why? 
1886,geco,2-506,"Ah,  if  I  only  knew. "
1887,geco,2-507,When? 
1888,geco,2-508,Since  I  was  here  an  hour  ago. 
1889,geco,2-509,"As  to  the  door  being  locked,  it  is  a  very  ordinary  lock. "
1890,geco,2-510,Probably  any  other  of  the  doorkeys  in  this  passage  would  fit  it. 
1891,geco,2-511,We  stared  at  one  another  blankly. 
1892,geco,2-512,Poirot  had  walked  over  to  the  mantel-piece. 
1893,geco,2-513,"He  was  outwardly  calm,  but  I  noticed  his  hands,  which  from  long  force  of  habit  were  mechanically  straightening  the  spill  vases  on  the  mantel-piece,  were  shaking  violently. "
1894,geco,2-514,"See  here,  it  was  like  this,  he  said  at  last. "
1895,geco,2-515,"There  was  something  in  that  case...some  piece  of  evidence,  slight  in  itself  perhaps,  but  still  enough  of  a  clue  to  connect  the  murderer  with  the  crime. "
1896,geco,2-516,It  was  vital  to  him  that  it  should  be  destroyed  before  it  was  discovered  and  its  significance  appreciated. 
1897,geco,2-517,"Therefore,  he  took  the  risk,  the  great  risk,  of  coming  in  here. "
1898,geco,2-518,"Finding  the  case  locked,  he  was  obliged  to  force  it,  thus  betraying  his  presence. "
1899,geco,2-519,"For  him  to  take  that  risk,  it  must  have  been  something  of  great  importance. "
1900,geco,2-520,But  what  was  it? 
1901,geco,2-521,"Ah! Cried Poirot,  with  a  gesture  of  anger. "
1902,geco,2-522,"That,  I  do  not  know! "
1903,geco,2-523,"A  document  of  some  kind,  without  doubt,  possibly  the  scrap  of  paper  Dorcas  saw  in  her  hand  yesterday  afternoon. "
1904,geco,2-524,And  I...  his  anger  burst  forth  freely... miserable  freely... miserable  animal  that  I  am! 
1905,geco,2-525,I  guessed  nothing! 
1906,geco,2-526,I  have  behaved  like  an  imbecile! 
1907,geco,2-527,I  should  never  have  left  that  case  here. 
1908,geco,2-528,I  should  have  carried  it  away  with  me. 
1909,geco,2-529,"Ah,  triple  pig! "
1910,geco,2-530,And  now  it  is  gone. 
1911,geco,2-531,It  is  destroyed...but  is  it  destroyed? 
1912,geco,2-532,Is  there  not  yet  a  chance...we  must  leave  no  stone  unturned... 
1913,geco,2-533,"He rushed  like  a  madman  from  the  room,  and  I  followed  him  as  soon  as  I  had  sufficiently  recovered  my  wits. "
1914,geco,2-534,"But,  by  the  time  I  had  reached  the  top  of  the  stairs,  he  was  out  of  sight. "
1915,geco,2-535,"Mary  Cavendish  was  standing  where  the  staircase  branched,  staring  down  into  the  hall  in  the  direction  in  which  he  had  disappeared. "
1916,geco,2-536,"What  has  happened  to  your  extraordinary  little  friend,  Mr.  Hastings? "
1917,geco,2-537,He  has  just  rushed  past  me  like  a  mad  bull. 
1918,geco,2-538,"He's  rather  upset  about  something,  I  remarked  feebly. "
1919,geco,2-539,I  really  did  not  know  how  much  Poirot  would  wish  me  to  disclose. 
1920,geco,2-540,"As  I  saw  a  faint  smile  gather  on  Mr.s.  Cavendish's  expressive  mouth,  I  endeavoured  to  try  and  turn  the  conversation  by  saying:  They  haven't  met  yet,  have  they? "
1921,geco,2-541,Who? 
1922,geco,2-542,Mr.  Inglethorp  and  Miss  Howard. 
1923,geco,2-543,She  looked  at  me  in  rather  a  disconcerting  manner. 
1924,geco,2-544,Do  you  think  it  would  be  such  a  disaster  if  they  did  meet? 
1925,geco,2-545,"Well,  don't  you? "
1926,geco,2-546,"I  said,  rather  taken  aback. "
1927,geco,2-547,No. 
1928,geco,2-548,She  was  smiling  in  her  quiet  way. 
1929,geco,2-549,I  should  like  to  see  a  good  flare  up. 
1930,geco,2-550,It  would  clear  the  air. 
1931,geco,2-551,"At  present  we  are  all  thinking  so  much,  and  saying  so  little. "
1932,geco,2-552,"John  doesn't  think  so,  I  remarked. "
1933,geco,2-553,He's  anxious  to  keep  them  apart. 
1934,geco,2-554,"Oh,  John! "
1935,geco,2-555,"Something  in  her  tone  fired  me,  and  I  blurted  out:  Old  John's  an  awfully  good  sort. "
1936,geco,2-556,"She  studied  me  curiously  for  a  minute  or  two,  and  then  said,  to  my  great  surprise:  You  are  loyal  to  your  friend. "
1937,geco,2-557,I  like  you  for  that. 
1938,geco,2-558,Aren't  you  my  friend  too? 
1939,geco,2-559,I  am  a  very  bad  friend. 
1940,geco,2-560,Why  do  you  say  that? 
1941,geco,2-561,Because  it  is  true. 
1942,geco,2-562,"I  am  charming  to  my  friends  one  day,  and  forget  all  about  them  the  next. "
1943,geco,2-563,"I  don't  know  what  impelled  me,  but  I  was  nettled,  and  I  said  foolishly  and  not  in  the  best  of  taste:  Yet  you  seem  to  be  invariably  charming  to  Dr  Bauerstein! "
1944,geco,2-564,Instantly  I  regretted  my  words. 
1945,geco,2-565,Her  face  stiffened. 
1946,geco,2-566,I  had  the  impression  of  a  steel  curtain  coming  down  and  blotting  out  the  real  woman. 
1947,geco,2-567,"Without  a  word,  she  turned  and  went  swiftly  up  the  stairs,  whilst  I  stood  like  an  idiot  gaping  after  her. "
1948,geco,2-568,I  was  recalled  to  other  matters  by  a  frightful  row  going  on  below. 
1949,geco,2-569,I  could  hear  Poirot  shouting  and  expounding. 
1950,geco,2-570,I  was  vexed  to  think  that  my  diplomacy  had  been  in  vain. 
1951,geco,2-571,"The  little  man  appeared  to  be  taking  the  whole  house  into  his  confidence,  a  proceeding  of  which  I,  for  one,  doubted  the  wisdom. "
1952,geco,2-572,Once  again  I  could  not  help  regretting  that  my  friend  was  so  prone  to  lose  his  head  in  moments  of  excitement. 
1953,geco,2-573,I  stepped  briskly  down  the  stairs. 
1954,geco,2-574,The  sight  of  me  calmed  Poirot  almost  immediately. 
1955,geco,2-575,I  drew  him  aside. 
1956,geco,2-576,"My  dear  fellow,  I  said,  is  this  wise? "
1957,geco,2-577,Surely  you  don't  want  the  whole  house  to  know  of  this  occurrence? 
1958,geco,2-578,You  are  actually  playing  into  the  criminal's  hands. 
1959,geco,2-579,"You  think  so,  Hastings? "
1960,geco,2-580,I  am  sure  of  it. 
1961,geco,2-581,"Well,  well,  my  friend,  I  will  be  guided  by  you. "
1962,geco,2-582,Good. 
1963,geco,2-583,"Although,  unfortunately,  it  is  a  little  too  late  now. "
1964,geco,2-584,Sure. 
1965,geco,2-585,"He  looked  so  crestfallen  and  abashed  that  I  felt  quite  sorry,  though  I  still  thought  my  rebuke  a  just  and  wise  one. "
1966,geco,2-586,"Well,  he  said  at  last,  let  us  go,  mon  ami. "
1967,geco,2-587,You  have  finished  here? 
1968,geco,2-588,"For  the  moment,  yes. "
1969,geco,2-589,You  will  walk  back  with  me  to  the  village? 
1970,geco,2-590,Willingly. 
1971,geco,2-591,"He  picked  up  his  little  suit-case,  and  we  went  out  through  the  open  window  in  the  drawing-room. "
1972,geco,2-592,"Cynthia  Murdoch  was  just  coming  in,  and  Poirot  stood  aside  to  let  her  pass. "
1973,geco,2-593,"Excuse  me,  mademoiselle,  one  minute. "
1974,geco,2-594,Yes? 
1975,geco,2-595,she  turned  inquiringly. 
1976,geco,2-596,Did  you  ever  make  up  Mr.s.  Inglethorp's  medicines? 
1977,geco,2-597,"A  slight  flush  rose  in  her  face,  as  she  answered  rather  constrainedly:  No. "
1978,geco,2-598,Only  her  powders? 
1979,geco,2-599,"The  flush  deepened  as  Cynthia  replied:  Oh,  yes,  I  did  make  up  some  sleeping  powders  for  her  once. "
1980,geco,2-600,These? 
1981,geco,2-601,Poirot  produced  the  empty  box  which  had  contained  powders. 
1982,geco,2-602,She  nodded. 
1983,geco,2-603,Can  you  tell  me  what  they  were? 
1984,geco,2-604,Sulphonal? 
1985,geco,2-605,Veronal? 
1986,geco,2-606,"No,  they  were  bromide  powders. "
1987,geco,2-607,Ah! 
1988,geco,2-608,"Thank  you,  mademoiselle;  good  morning. "
1989,geco,2-609,"As  we  walked  briskly  away  from  the  house,  I  glanced  at  him  more  than  once. "
1990,geco,2-610,"I  had  often  before  noticed  that,  if  anything  excited  him,  his  eyes  turned  green  like  a  cat's. "
1991,geco,2-611,They  were  shining  like  emeralds  now. 
1992,geco,2-612,"My  friend,  he  broke  out  at  last,  I  have  a  little  idea,  a  very  strange,  and  probably  utterly  impossible  idea. "
1993,geco,2-613,And  yet...it  fits  in. 
1994,geco,2-614,I  shrugged  my  shoulders. 
